city,state,latitude,longitude,source
CHAPPELL HILL,TX,30.141529,-96.256719,nominatim
CHARITON,IA,41.017447,-93.309629,census
CHARLES CITY,IA,43.064760,-92.674457,census
CHARLESTON,MO,36.916934,-89.333912,census
CHARLESTON,SC,32.828017,-79.972896,census
CHARLESTON,TN,35.285693,-84.760797,census
CHARLESTON,WV,38.348692,-81.632324,census
CHARLOTTE,NC,35.209045,-80.830990,census
CHARLOTTESVILLE,VA,38.037658,-78.485381,census
CHARLTON,MA,42.134081,-71.969808,nominatim
CHATFIELD,MN,43.844464,-92.182851,census
CHATSWORTH,GA,34.781091,-84.782472,census
CHATTANOOGA,TN,35.065958,-85.248386,census
CHECOTAH,OK,35.482436,-95.522818,census
CHEHALIS,WA,46.664176,-122.965425,census
CHEROKEE,OK,36.750694,-98.357667,census
CHERRY HILL,NJ,39.934835,-75.030726,nominatim
CHERRY VALLEY,IL,42.235178,-88.975113,census
CHERRYVALE,KS,37.269148,-95.553354,census
CHESAPEAKE,VA,36.679376,-76.301788,census
CHESNEE,SC,35.146247,-81.862978,census
CHESTER,VA,37.352045,-77.433695,census
CHESTER,WV,40.612924,-80.562730,census
CHESTERFIELD,VA,37.377793,-77.504670,nominatim
CHESTERTON,IN,41.599822,-87.054996,census
CHEYENNE,WY,41.127270,-104.790220,census
CHICAGO,IL,41.837045,-87.684939,census
CHICAGO HEIGHTS,IL,41.510685,-87.634672,census
CHICKASHA,OK,35.040543,-97.947173,census
CHICOPEE,MA,42.177586,-72.570189,census
CHIEFLAND,FL,29.492246,-82.866334,census
CHILDERSBURG,AL,33.292549,-86.340844,census
CHILDRESS,TX,34.435452,-100.282382,census
CHILLICOTHE,MO,39.796079,-93.549957,census
CHILLICOTHE,OH,39.340502,-82.996102,census
CHILLICOTHE,TX,34.255741,-99.514142,census
CHILTON,WI,44.030188,-88.161667,census
CHINOOK,MT,48.590128,-109.231820,census
CHIPPEWA FALLS,WI,44.934653,-91.389165,census
CHISAGO CITY,MN,45.345584,-92.910034,census
CHOCOWINITY,NC,35.514640,-77.101470,census
CHOCTAW,OK,35.484983,-97.269942,census
CHOUTEAU,OK,36.189507,-95.338902,census
CHRISTIANA,TN,35.719269,-86.412922,census
CHRISTIANSBURG,VA,37.140663,-80.404512,census
CICERO,IL,41.844537,-87.759290,census
CICERO,IN,40.121932,-86.034042,census
CINCINNATI,OH,39.140183,-84.505829,census
CIRCLE PINES,MN,45.143748,-93.147517,census
CIRCLEVILLE,OH,39.601152,-82.932515,census
CISCO,TX,32.387425,-98.981920,census
CLAIRTON,PA,40.296656,-79.889026,census
CLANTON,AL,32.845572,-86.619494,census
CLARA CITY,MN,44.957438,-95.367668,census
CLARE,MI,43.826006,-84.761755,census
CLARENCE,IA,41.885751,-91.057925,census
CLARENDON,TX,34.936913,-100.892111,census
CLARKESVILLE,GA,34.609289,-83.527470,census
CLARKSVILLE,AR,35.453918,-93.481558,census
CLARKSVILLE,TN,36.566430,-87.345216,census
CLAUDE,TX,35.107367,-101.362882,census
CLAY CENTER,KS,39.381182,-97.127372,census
CLAYPOOL,AZ,33.406101,-110.841873,census
CLAYSBURG,PA,40.291448,-78.451419,census
CLAYTON,IN,39.688392,-86.521856,census
CLAYTON,NM,36.446033,-103.148863,census
CLEAR BROOK,VA,39.256491,-78.096111,nominatim
CLEAR LAKE,IA,43.135090,-93.373651,census
CLEARFIELD,PA,41.021498,-78.439398,census
CLEARFIELD,UT,41.097012,-112.017920,census
CLEARWATER,FL,27.979419,-82.771256,census
CLEARWATER,MN,45.409879,-94.044560,census
CLEMENTON,NJ,39.802681,-74.983763,census
CLEVELAND,MS,33.744008,-90.728476,census
CLEVELAND,OH,41.478462,-81.679435,census
CLEVELAND,TN,35.180044,-84.871288,census
CLIFTON,TX,31.782037,-97.581879,census
CLIFTON PARK,NY,42.863037,-73.774762,nominatim
CLINES CORNERS,NM,35.009498,-105.669180,nominatim
CLINT,TX,31.590195,-106.228679,census
CLINTON,AR,35.578981,-92.455735,census
CLINTON,IA,41.842365,-90.242816,census
CLINTON,MD,38.750917,-76.902669,census
CLINTON,MO,38.371172,-93.768142,census
CLINTON,NC,35.000430,-78.331540,census
CLINTON,NJ,40.636794,-74.915205,census
CLINTON,OK,35.507101,-98.970503,census
CLINTON,SC,34.473887,-81.860899,census
CLINTON,TN,36.097338,-84.128945,census
CLINTONVILLE,WI,44.622120,-88.751714,census
CLIVE,IA,41.613243,-93.797871,census
CLOQUET,MN,46.725070,-92.501330,census
CLOVERDALE,IN,39.521221,-86.798689,census
CLOVIS,NM,34.438569,-103.194194,census
CLYDE,OH,41.303585,-82.979425,census
CLYDE,TX,32.405586,-99.503918,census
COACHELLA,CA,33.690380,-116.143128,census
COCHRANTON,PA,41.519097,-80.046991,census
COCOA,FL,28.376643,-80.763306,census
COFFEYVILLE,KS,37.032717,-95.651580,census
COHASSET,MN,47.242447,-93.664230,census
COKATO,MN,45.076721,-94.187548,census
COKEVILLE,WY,42.079308,-110.951869,census
COLBY,KS,39.384668,-101.045129,census
COLDWATER,MS,34.690376,-89.975517,census
COLEMAN,TX,31.831378,-99.422201,census
COLFAX,IA,41.679794,-93.236280,census
COLFAX,NC,36.112637,-80.014484,nominatim
COLGATE,WI,43.192830,-88.206774,nominatim
COLLINS,MO,37.889607,-93.621824,census
COLLINS,MS,31.648272,-89.567581,census
COLMAN,SD,43.983473,-96.814745,census
COLOMA,WI,44.038651,-89.531148,census
COLONIAL HEIGHTS,VA,37.261685,-77.396804,census
COLORADO CITY,CO,37.939379,-104.843082,census
COLORADO CITY,TX,32.399486,-100.858304,census
COLORADO SPRINGS,CO,38.867255,-104.760749,census
COLUMBIA,KY,37.103437,-85.307537,census
COLUMBIA,MO,38.947290,-92.326387,census
COLUMBIA,MS,31.256909,-89.825443,census
COLUMBIA,NC,35.923406,-76.240480,census
COLUMBIA,NJ,40.925868,-75.094062,census
COLUMBIA,SC,34.040519,-80.906099,census
COLUMBIA,TN,35.623804,-87.042514,census
COLUMBIA FALLS,MT,48.371476,-114.191834,census
COLUMBUS,GA,32.510197,-84.874946,census
COLUMBUS,MS,33.508208,-88.407128,census
COLUMBUS,MT,45.635966,-109.248784,census
COLUMBUS,NE,41.437066,-97.357351,census
COLUMBUS,OH,39.983938,-82.984882,census
COLUMBUS,WI,43.336805,-89.029988,census
COMANCHE,TX,31.900484,-98.604364,census
COMBES,TX,26.246514,-97.726766,census
COMBINED LOCKS,WI,44.261995,-88.309534,census
COMFORT,TX,29.972311,-98.904698,census
COMMERCE,GA,34.214298,-83.475713,census
COMMERCE CITY,CO,39.882792,-104.794908,census
COMO,MS,34.513561,-89.939947,census
CONCORD,NH,43.232493,-71.561252,census
CONCORDIA,KS,39.566865,-97.646767,census
CONCORDIA,MO,38.987513,-93.569227,census
CONLEY,GA,33.642273,-84.334334,census
CONNEAUT,OH,41.927299,-80.568382,census
CONOVER,NC,35.715216,-81.216825,census
CONRAD,MT,48.174083,-111.946593,census
CONVENT,LA,30.015211,-90.820234,census
CONVERSE,TX,29.512488,-98.304625,census
CONWAY,AR,35.074404,-92.467004,census
CONWAY,SC,33.841930,-79.045651,census
COOKEVILLE,TN,36.146926,-85.512653,census
COOLVILLE,OH,39.216237,-81.799648,census
COOPERSBURG,PA,40.510368,-75.391920,census
COOPERSVILLE,MI,43.065467,-85.933752,census
COPAN,OK,36.900473,-95.925291,census
COPIAGUE,NY,40.670358,-73.392761,census
CORALVILLE,IA,41.698795,-91.596800,census
CORBIN,KY,36.931584,-84.100790,census
CORDELE,GA,31.956090,-83.770077,census
CORFU,NY,42.961163,-78.402610,census
CORINNA,ME,44.922741,-69.265852,census
CORINNE,UT,41.551464,-112.125015,census
CORINTH,ME,45.003743,-69.023444,nominatim
CORINTH,MS,34.948353,-88.513618,census
CORNERSVILLE,TN,35.363395,-86.858376,census
CORNING,AR,36.413682,-90.583609,census
CORPUS CHRISTI,TX,27.754252,-97.173385,census
CORRECTIONVILLE,IA,42.477592,-95.783158,census
CORRIGAN,TX,30.998810,-94.827488,census
CORSICANA,TX,32.082404,-96.466700,census
CORTEZ,CO,37.349783,-108.576687,census
COSHOCTON,OH,40.261752,-81.847292,census
COTTAGE GROVE,WI,43.092222,-89.205337,census
COTTONDALE,AL,33.193047,-87.454861,census
COTTONDALE,FL,30.789730,-85.366039,census
COTULLA,TX,28.436376,-99.236711,census
COUDERSPORT,PA,41.775844,-78.016038,census
COUNCIL,ID,44.733195,-116.436837,census
COUNCIL BLUFFS,IA,41.235987,-95.853163,census
COURTLAND,AL,34.669946,-87.327892,census
COUSHATTA,LA,32.025834,-93.340597,census
COVINGTON,IN,40.141470,-87.390599,census
COVINGTON,VA,37.781060,-79.985434,census
COWPENS,SC,35.018617,-81.804121,census
COZAD,NE,40.861301,-99.986366,census
CRAIG,CO,40.517060,-107.555396,census
CRANBURY,NJ,40.313450,-74.520233,census
CRANE,TX,31.391782,-102.350269,census
CRAWFORDSVILLE,IN,40.041861,-86.897624,census
CRAWFORDVILLE,GA,33.554641,-82.896695,census
CREEDMOOR,NC,36.125026,-78.677955,census
CREOLA,AL,30.874249,-88.009536,census
CRESCO,IA,43.371746,-92.116287,census
CREST HILL,IL,41.574360,-88.113261,census
CRESTON,IA,41.060314,-94.364727,census
CRETE,IL,41.440524,-87.624471,census
CRETE,NE,40.624769,-96.953694,census
CRIVITZ,WI,45.233959,-88.006960,census
CROOK,CO,40.858779,-102.801383,census
CROSS JUNCTION,VA,39.320378,-78.293338,nominatim
CROSS PLAINS,TN,36.541247,-86.676636,census
CROSS PLAINS,TX,32.127068,-99.165775,census
CROSSVILLE,TN,35.953422,-85.030249,census
CROWELL,TX,33.983561,-99.724374,census
CROWLEY,LA,30.217897,-92.374840,census
CROYDON,PA,40.090348,-74.896679,census
CRUMP,TN,35.224859,-88.330789,census
CRYSTAL LAKE,IL,42.233209,-88.334360,census
CUBA,MO,38.067096,-91.405733,census
CUERO,TX,29.102727,-97.287092,census
CULLMAN,AL,34.176870,-86.840656,census
CULPEPER,VA,38.470292,-77.999764,census
CUMBERLAND,MD,39.651902,-78.758378,census
CUMBERLAND,WI,45.536073,-92.024753,census
CUMBERLAND CITY,TN,36.379739,-87.639869,census
CUNNINGHAM,KS,37.644623,-98.431130,census
CURTIS BAY,MD,39.225219,-76.590031,nominatim
CURTISS,WI,44.952767,-90.439585,census
CUSSETA,AL,32.787637,-85.305769,census
CUSSETA,GA,32.347445,-84.788021,census
CUT OFF,LA,29.516283,-90.329714,census
CUTHBERT,GA,31.770686,-84.793575,census
DACULA,GA,33.981967,-83.901080,census
DADE CITY,FL,28.355933,-82.193437,census
DAINGERFIELD,TX,33.030488,-94.725880,census
DAKOTA,MN,43.911548,-91.361362,census
DALEVILLE,AL,31.291534,-85.711711,census
DALEVILLE,IN,40.118872,-85.556247,census
DALHART,TX,36.057423,-102.512212,census
DALLAS,TX,32.793333,-96.766513,census
DALTON,GA,34.767898,-84.972812,census
DALTON,OH,40.799562,-81.703719,census
DALTON,PA,41.537610,-75.738270,census
DANBURY,CT,41.398741,-73.478103,census
DANDRIDGE,TN,36.030124,-83.429831,census
DANSVILLE,NY,42.562482,-77.696927,census
DANVILLE,IN,39.758812,-86.495282,census
DANVILLE,VA,36.583334,-79.408071,census
DARIEN,CT,41.078708,-73.469287,nominatim
DARIEN,GA,31.343489,-81.424103,census
DARIEN,WI,42.600733,-88.712757,census
DARLINGTON,SC,34.301383,-79.867174,census
DARLINGTON,WI,42.676562,-90.120056,census
DAVENPORT,FL,28.161193,-81.610839,census
DAVENPORT,IA,41.556820,-90.603948,census
DAVIS,OK,34.429427,-97.174438,census
DAWSON,GA,31.771864,-84.443499,census
DAWSONVILLE,GA,34.433651,-84.124449,census
DAYTON,OH,39.784743,-84.199632,census
DAYTON,TN,35.495406,-85.008652,census
DE BEQUE,CO,39.309989,-108.204999,census
DE FOREST,WI,43.227335,-89.345702,census
DE LEON,TX,32.111350,-98.535156,census
DE PERE,WI,44.430990,-88.079936,census
DE SOTO,IA,41.537777,-94.009953,census
DE WITT,IA,41.822712,-90.544087,census
DEARBORN,MI,42.313057,-83.211488,census
DEARBORN,MO,39.525142,-94.771972,census
DECATUR,AL,34.572995,-86.989901,census
DECATUR,IL,39.855983,-88.933746,census
DECATUR,IN,40.828854,-84.927813,census
DECATUR,TX,33.225899,-97.587040,census
DECORAH,IA,43.301618,-91.784750,census
DEER LODGE,MT,46.398345,-112.733237,census
DEERFIELD,MO,37.838652,-94.507702,census
DEFUNIAK SPRINGS,FL,30.712522,-86.119692,census
DEKALB,IL,41.928873,-88.746359,census
DEL RIO,TX,29.373045,-100.881851,census
DELANO,MN,45.038399,-93.792978,census
DELAWARE,IA,42.472106,-91.338269,census
DELAWARE,NJ,40.892819,-75.069436,census
DELAWARE,OH,40.286476,-83.074864,census
DELCAMBRE,LA,29.951052,-91.991712,census
DELCO,NC,34.318818,-78.226661,census
DELHI,LA,32.452843,-91.489976,census
DELPHOS,OH,40.846581,-84.336474,census
DELTA,LA,32.322201,-90.958549,census
DELTA,OH,41.576095,-84.009587,census
DEMING,NM,32.263076,-107.752490,census
DEMOPOLIS,AL,32.499744,-87.826678,census
DEMOTTE,IN,41.199271,-87.195453,census
DENHAM SPRINGS,LA,30.474329,-90.959027,census
DENISON,IA,42.016443,-95.352861,census
DENISON,TX,33.766936,-96.580667,census
DENMARK,TN,35.532855,-89.003952,nominatim
DENMARK,WI,44.349336,-87.831198,census
DENTON,MD,38.879421,-75.824452,census
DENTON,TX,33.217449,-97.141346,census
DENVER,CO,39.761850,-104.881105,census
DENVER,IA,42.668220,-92.333942,census
DENVER,NC,35.545552,-81.044706,census
DENVER CITY,TX,32.967871,-102.832225,census
DERBY,VT,44.947412,-72.133932,nominatim
DES MOINES,IA,41.572590,-93.610243,census
DES PLAINES,IL,42.034398,-87.901136,census
DETROIT,MI,42.383037,-83.102237,census
DETROIT LAKES,MN,46.807582,-95.846612,census
DEVILS LAKE,ND,48.112578,-98.874762,census
DEVINE,TX,29.145834,-98.904985,census
DEWEY,AZ,34.517396,-112.249650,census
DEWEY,OK,36.790402,-95.933712,census
DEWITT,MI,42.838828,-84.583837,census
DEXTER,MI,42.332256,-83.881027,census
DEXTER,MO,36.792821,-89.962969,census
DIAMOND,OH,41.098946,-81.022871,nominatim
DIBOLL,TX,31.188315,-94.782885,census
DICKINSON,ND,46.892780,-102.795960,census
DICKSON,TN,36.063320,-87.368842,census
DILLEY,TX,28.667517,-99.176465,census
DILLON,MT,45.217876,-112.634580,census
DILLON,SC,34.424467,-79.367588,census
DISPUTANTA,VA,37.123551,-77.224856,census
DIVERNON,IL,39.570431,-89.653638,census
DIXON,IL,41.844824,-89.476547,census
DODGE CITY,KS,37.760677,-100.018438,census
DODGEVILLE,WI,42.966006,-90.129704,census
DONALSONVILLE,GA,31.039691,-84.878424,census
DONEGAL,PA,40.112020,-79.380772,census
DONIPHAN,NE,40.774306,-98.371263,census
DONNA,TX,26.161050,-98.038929,census
DOSWELL,VA,37.860140,-77.464149,nominatim
DOTHAN,AL,31.233698,-85.406823,census
DOUGLAS,GA,31.506114,-82.854335,census
DOUGLAS,WY,42.754773,-105.397802,census
DOUGLASS,KS,37.516905,-97.010456,census
DOUGLASSVILLE,PA,40.259899,-75.724228,census
DOVER,OH,40.530048,-81.481028,census
DOVER FOXCROFT,ME,45.183489,-69.227600,nominatim
DOWNEY,ID,42.428852,-112.123339,census
DOWNS,IL,40.398775,-88.889199,census
DOWS,IA,42.658364,-93.502041,census
DRAPER,UT,40.497150,-111.864636,census
DRAYTON,ND,48.562060,-97.179496,census
DREWRYVILLE,VA,36.715705,-77.306360,nominatim
DRIPPING SPRINGS,TX,30.195936,-98.093701,census
DRUMRIGHT,OK,35.989923,-96.597424,census
DRUMS,PA,41.018139,-75.994925,nominatim
DUBLIN,GA,32.535471,-82.928807,census
DUBLIN,TX,32.087765,-98.338865,census
DUBLIN,VA,37.105503,-80.689700,census
DUBOIS,ID,44.171161,-112.228278,census
DUBUQUE,IA,42.498901,-90.707258,census
DUDLEY,GA,32.533483,-83.083619,census
DUFFIELD,VA,36.719629,-82.795967,census
DULUTH,MN,46.774458,-92.134135,census
DUMAS,AR,33.883372,-91.485632,census
DUMAS,TX,35.862020,-101.964972,census
DUMONT,CO,39.764689,-105.600337,nominatim
DUNCAN,OK,34.481607,-97.960537,census
DUNCAN,SC,34.929181,-82.147615,census
DUNCANNON,PA,40.395178,-77.027730,census
DUNCANSVILLE,PA,40.426307,-78.430260,census
DUNCOMBE,IA,42.469788,-93.996792,census
DUNDALK,MD,39.266824,-76.496531,census
DUNDAS,MN,44.427691,-93.203788,census
DUNDEE,IL,42.098914,-88.271469,nominatim
DUNDEE,MI,41.966485,-83.669419,census
DUNN,NC,35.311635,-78.612962,census
DUNSEITH,ND,48.813033,-100.062233,census
DURAND,WI,44.622405,-91.960308,census
DURANGO,CO,37.265392,-107.878177,census
DURANT,OK,33.995153,-96.392540,census
DURHAM,NC,35.978061,-78.899497,census
DUSON,LA,30.238360,-92.189070,census
DWIGHT,IL,41.098705,-88.422077,census
DYER,IN,41.497804,-87.509012,census
DYERSBURG,TN,36.046823,-89.377970,census
EADS,CO,38.481648,-102.779823,census
EAGLE,MI,42.809794,-84.790890,census
EAGLE,NE,40.815943,-96.432585,census
EAGLE PASS,TX,28.712803,-100.484812,census
EAGLEVILLE,MO,40.468725,-93.985963,census
EARLE,AR,35.273379,-90.464304,census
EARLY,IA,42.461098,-95.152411,census
EARLY,TX,31.742153,-98.936602,census
EAST BERLIN,PA,39.936829,-76.979459,census
EAST BERNSTADT,KY,37.192677,-84.129211,census
EAST BRUNSWICK,NJ,40.427884,-74.415984,nominatim
EAST DUBLIN,GA,32.546925,-82.866967,census
EAST EARL,PA,40.110171,-76.025953,census
EAST FREEDOM,PA,40.355235,-78.430471,census
EAST GRANBY,CT,41.941801,-72.727502,nominatim
EAST LYME,CT,41.348214,-72.209295,nominatim
EAST RUTHERFORD,NJ,40.817097,-74.085024,census
EAST SAINT LOUIS,IL,38.626867,-90.159707,nominatim
EAST SYRACUSE,NY,43.063823,-76.069789,census
EAST TROY,WI,42.785184,-88.395573,census
EAST WINDSOR,CT,41.915639,-72.612992,nominatim
EASTABOGA,AL,33.605937,-86.021359,nominatim
EASTLAND,TX,32.402156,-98.817671,census
EATON,CO,40.525685,-104.712987,census
EATON,OH,39.750107,-84.634469,census
EATONTON,GA,33.325821,-83.388862,census
EAU CLAIRE,WI,44.818343,-91.494769,census
EBENSBURG,PA,40.488120,-78.726541,census
ECRU,MS,34.347992,-89.025632,census
EDDYVILLE,IA,41.159335,-92.630333,census
EDEN,ID,42.605309,-114.209087,census
EDEN,TX,31.216246,-99.843965,census
EDENTON,NC,36.058565,-76.598979,census
EDGAR,WI,44.922851,-89.962611,census
EDGERTON,KS,38.790773,-94.943611,census
EDGERTON,WI,42.838947,-89.069571,census
EDGEWOOD,MD,39.420290,-76.296846,census
EDINBURG,TX,26.321056,-98.162837,census
EDINBURGH,IN,39.350889,-85.962485,census
EDISON,NJ,40.500535,-74.398394,nominatim
EDMOND,OK,35.673807,-97.413076,census
EDON,OH,41.556168,-84.769373,census
EDWARDS,IL,40.745870,-89.744270,nominatim
EFFINGHAM,IL,39.119750,-88.550896,census
EGAN,LA,30.245515,-92.511594,census
EHRENBERG,AZ,33.614208,-114.483007,census
EIGHTY FOUR,PA,40.177698,-80.130298,census
EL CENTRO,CA,32.786351,-115.560206,census
EL DORADO,AR,33.218982,-92.664071,census
EL DORADO,KS,37.821624,-96.862203,census
EL PASO,IL,40.740492,-89.018250,census
EL PASO,TX,31.847780,-106.431106,census
EL RENO,OK,35.541833,-97.961268,census
ELBERTON,GA,34.106816,-82.872686,census
ELDON,MO,38.351151,-92.576678,census
ELECTRA,TX,34.032294,-98.920245,census
ELGIN,IL,42.038963,-88.325671,census
ELGIN,NE,41.983115,-98.082773,census
ELGIN,SC,34.665791,-80.720931,census
ELGIN,TX,30.353908,-97.390057,census
ELIZABETH,NJ,40.666367,-74.193503,census
ELIZABETH CITY,NC,36.294197,-76.237809,census
ELIZABETHPORT,NJ,40.650103,-74.187089,nominatim
ELIZABETHTOWN,KY,37.704002,-85.878881,census
ELK CITY,OK,35.389612,-99.428749,census
ELK GROVE VILLAGE,IL,42.004970,-87.991983,census
ELK POINT,SD,42.681224,-96.680480,census
ELK RIVER,MN,45.332212,-93.566528,census
ELKHART,IN,41.691543,-85.962248,census
ELKHORN,WI,42.671601,-88.536256,census
ELKIN,NC,36.263365,-80.847106,census
ELKINS,WV,38.923813,-79.854036,census
ELKO,NV,40.838111,-115.767809,census
ELKRIDGE,MD,39.195483,-76.741082,census
ELKTON,MD,39.605776,-75.821686,census
ELLABELL,GA,32.123537,-81.485667,nominatim
ELLENBORO,WV,39.270009,-81.055655,census
ELLENDALE,MN,43.872721,-93.299331,census
ELLENSBURG,WA,47.001168,-120.549588,census
ELLENTON,FL,27.526580,-82.526683,census
ELLENWOOD,GA,33.610110,-84.287978,nominatim
ELLIS,KS,38.934654,-99.556791,census
ELLISTON,VA,37.223009,-80.215723,census
ELLISVILLE,MS,31.597277,-89.210269,census
ELLSINORE,MO,36.932839,-90.747672,census
ELLSWORTH,IA,42.310239,-93.581877,census
ELLSWORTH,KS,38.732638,-98.228568,census
ELM CREEK,NE,40.720084,-99.375590,census
ELMENDORF,TX,29.253331,-98.323027,census
ELMIRA,NY,42.093388,-76.809610,census
ELOY,AZ,32.741255,-111.594015,census
ELVERSON,PA,40.153719,-75.830826,census
ELWOOD,IL,41.418139,-88.117170,census
ELY,NV,39.264928,-114.870868,census
ELYRIA,OH,41.372778,-82.108009,census
EMERSON,GA,34.131329,-84.745369,census
EMLENTON,PA,41.180245,-79.708550,census
EMMETSBURG,IA,43.114798,-94.679579,census
EMMITSBURG,MD,39.705192,-77.321301,census
EMPORIA,KS,38.402869,-96.192906,census
EMPORIA,VA,36.696182,-77.535975,census
ENCINAL,TX,28.040475,-99.354489,census
ENDEAVOR,WI,43.714386,-89.469166,census
ENFIELD,NH,43.643800,-72.146872,census
ENID,OK,36.406702,-97.869861,census
ENNIS,TX,32.325067,-96.633799,census
ENOREE,SC,34.660485,-81.962520,census
ENTERPRISE,AL,31.326898,-85.844021,census
EOLIA,MO,39.237890,-91.013166,census
EPPING,NH,43.034896,-71.098414,census
ERICK,OK,35.215604,-99.868683,census
ERIE,CO,40.040287,-105.038310,census
ERIE,PA,42.116594,-80.073503,census
ERSKINE,MN,47.663163,-96.016683,census
ESCANABA,MI,45.746289,-87.083605,census
ESTHERVILLE,IA,43.399735,-94.834216,census
ETNA,OH,39.955172,-82.686083,census
EUFAULA,OK,35.292114,-95.586425,census
EUNICE,LA,30.490429,-92.419064,census
EUNICE,NM,32.436147,-103.149043,census
EUTAW,AL,32.846247,-87.900332,census
EVANS,CO,40.350165,-104.748355,census
EVANSDALE,IA,42.465698,-92.269402,census
EVANSTON,WY,41.260088,-110.963739,census
EVANSVILLE,IN,37.987737,-87.534705,census
EVANSVILLE,WY,42.875985,-106.267750,census
EVERETT,PA,40.010867,-78.355903,census
EVERGREEN,AL,31.433216,-86.976081,census
EVERGREEN,NC,34.414860,-78.911375,census
EYOTA,MN,43.988310,-92.232124,census
FABENS,TX,31.513974,-106.145258,census
FACKLER,AL,34.792583,-85.909977,nominatim
FAIR GROVE,MO,37.383321,-93.152154,census
FAIR HAVEN,VT,43.592783,-73.268898,census
FAIR PLAY,SC,34.508090,-82.986838,census
FAIRBORN,OH,39.799578,-84.008482,census
FAIRBURN,GA,33.547798,-84.587265,census
FAIRFAX,VA,38.853183,-77.299025,census
FAIRFIELD,IL,38.380632,-88.372524,census
FAIRFIELD,ME,44.590339,-69.605215,census
FAIRFIELD,NJ,40.883724,-74.306872,nominatim
FAIRFIELD,TX,31.717440,-96.170483,census
FAIRLESS HILLS,PA,40.177667,-74.850960,census
FAIRMONT,MN,43.644789,-94.464015,census
FAIRMONT,NE,40.633554,-97.584954,census
FAIRMONT,WV,39.476877,-80.149089,census
FAIRVIEW,KS,39.839579,-95.728101,census
FAIRVIEW,TN,35.982389,-87.127020,census
FALFURRIAS,TX,27.224410,-98.145191,census
FALKVILLE,AL,34.377019,-86.909547,census
FALL RIVER,MA,41.725351,-71.094162,census
FALLING WATERS,WV,39.563771,-77.887544,census
FALLON,NV,39.473664,-118.777864,census
FALLS CITY,NE,40.062208,-95.599013,census
FALLS CREEK,PA,41.141959,-78.806947,census
FANCY GAP,VA,36.671304,-80.701083,census
FARGO,ND,46.864700,-96.829080,census
FARIBAULT,MN,44.299709,-93.278946,census
FARINA,IL,38.829766,-88.780930,census
FARMER CITY,IL,40.248118,-88.641811,census
FARMERSVILLE,IL,39.440651,-89.652508,census
FARMERVILLE,LA,32.775105,-92.400519,census
FARMINGTON,ME,44.668373,-70.144039,census
FARMINGTON,NM,36.753833,-108.180530,census
FARMVILLE,NC,35.595026,-77.590618,census
FAUCETT,MO,39.600244,-94.797470,census
FAYETTEVILLE,AR,36.071455,-94.166564,census
FAYETTEVILLE,NC,35.082766,-78.973515,census
FAYETTEVILLE,PA,39.911433,-77.565100,census
FAYETTEVILLE,TN,35.150178,-86.562298,census
FEASTERVILLE TREVOSE,PA,40.148406,-74.993473,nominatim
FEDERAL WAY,WA,47.311596,-122.337757,census
FELTON,DE,39.012645,-75.576588,census
FENNIMORE,WI,42.979388,-90.649170,census
FENTON,MI,42.800606,-83.717708,census
FENTON,MO,38.528547,-90.450674,census
FERGUS FALLS,MN,46.285017,-96.076110,census
FERNDALE,WA,48.852628,-122.588623,census
FERNLEY,NV,39.564770,-119.189433,census
FERRISBURGH,VT,44.205712,-73.246297,nominatim
FESSENDEN,ND,47.649308,-99.627008,census
FILLMORE,UT,38.964180,-112.338574,census
FINDLAY,OH,41.047364,-83.638093,census
FLAGSTAFF,AZ,35.185212,-111.620698,census
FLAT ROCK,NC,35.266841,-82.451618,census
FLATONIA,TX,29.689710,-97.105205,census
FLEETWOOD,PA,40.456503,-75.821579,census
FLEMINGTON,NJ,40.508641,-74.859869,census
FLINT,MI,43.024420,-83.691971,census
FLORA,IL,38.665617,-88.473844,census
FLORA VISTA,NM,36.803059,-108.090194,census
FLORENCE,KS,38.243075,-96.929155,census
FLORENCE,KY,38.993405,-84.648186,census
FLORENCE,MS,32.155615,-90.122454,census
FLORENCE,SC,34.178923,-79.792217,census
FLORESVILLE,TX,29.146743,-98.165173,census
FLOWOOD,MS,32.336101,-90.072874,census
FLOYD,IA,43.128185,-92.739944,census
FOLEY,AL,30.397009,-87.664211,census
FOLKSTON,GA,30.839068,-82.007342,census
FOND DU LAC,WI,43.772182,-88.440264,census
FOREST,MS,32.359838,-89.475908,census
FOREST CITY,IA,43.257083,-93.636556,census
FOREST CITY,MO,39.982950,-95.188310,census
FOREST LAKE,MN,45.250831,-92.966920,census
FOREST PARK,GA,33.620543,-84.358181,census
FORISTELL,MO,38.814393,-90.958962,census
FORREST CITY,AR,35.013599,-90.793207,census
FORSYTH,GA,33.039361,-83.934443,census
FORT ANN,NY,43.415731,-73.490513,census
FORT ATKINSON,WI,42.923982,-88.845488,census
FORT BRIDGER,WY,41.318335,-110.389387,census
FORT COLLINS,CO,40.548216,-105.064833,census
FORT DODGE,IA,42.509863,-94.175675,census
FORT EDWARD,NY,43.268618,-73.582617,census
FORT HALL,ID,43.014547,-112.457870,census
FORT LAUDERDALE,FL,26.141227,-80.146731,census
FORT MADISON,IA,40.620781,-91.349470,census
FORT MILL,SC,35.005997,-80.940000,census
FORT MORGAN,CO,40.253003,-103.788652,census
FORT MYERS,FL,26.620074,-81.829547,census
FORT PAYNE,AL,34.457329,-85.689447,census
