city,state,latitude,longitude,source
FORT PIERCE,FL,27.426112,-80.342488,census
FORT PIERRE,SD,44.366596,-100.382329,census
FORT SCOTT,KS,37.828000,-94.704141,census
FORT SMITH,AR,35.349276,-94.370883,census
FORT STOCKTON,TX,30.892574,-102.884210,census
FORT VALLEY,GA,32.551114,-83.879939,census
FORT WAYNE,IN,41.089132,-85.143900,census
FORT WORTH,TX,32.781954,-97.348573,census
FORTSON,GA,33.377891,-84.288812,nominatim
FOUNTAIN,CO,38.689020,-104.680559,census
FOUNTAIN INN,SC,34.696650,-82.202129,census
FOWLER,IN,40.617228,-87.317929,census
FOWLERVILLE,MI,42.659380,-84.073743,census
FOX LAKE,WI,43.561568,-88.914752,census
FRAMINGHAM,MA,42.307905,-71.436196,census
FRANCIS CREEK,WI,44.200532,-87.720911,census
FRANKFORT,IL,41.507025,-87.870966,census
FRANKFORT,IN,40.281025,-86.521254,census
FRANKFORT,KY,38.194966,-84.865877,census
FRANKLIN,ID,42.009503,-111.802183,census
FRANKLIN,KY,36.718029,-86.557576,census
FRANKLIN,LA,29.784946,-91.509567,census
FRANKLIN,OH,39.554951,-84.295728,census
FRANKLIN,TN,35.914025,-86.852161,census
FRANKLIN,TX,31.025014,-96.487494,census
FRANKLIN,VA,36.684014,-76.941396,census
FRANKLIN PARK,IL,41.935983,-87.879197,census
FRANKLINVILLE,NJ,39.618004,-75.072981,census
FRANKSVILLE,WI,42.760019,-87.913413,nominatim
FREDERICK,MD,39.434089,-77.414539,census
FREDERICKSBURG,VA,38.299272,-77.486658,census
FREDERICKTOWN,MO,37.562953,-90.303512,census
FREDONIA,KS,37.533095,-95.822348,census
FREEMAN,SD,43.347525,-97.430791,census
FREER,TX,27.882178,-98.617385,census
FREMONT,IN,41.727622,-84.938855,census
FREMONT,NE,41.439842,-96.487000,census
FREMONT,OH,41.353019,-83.115590,census
FREMONT,WI,44.259933,-88.870137,census
FRIENDSHIP,WI,43.971746,-89.820016,census
FRIERSON,LA,32.246949,-93.686859,census
FRIONA,TX,34.639432,-102.723066,census
FRITCH,TX,35.643066,-101.596432,census
FRONT ROYAL,VA,38.924952,-78.183426,census
FRUITA,CO,39.155567,-108.729584,census
FRUITLAND,ID,44.019123,-116.921025,census
FULTON,MO,38.855146,-91.950802,census
FULTONVILLE,NY,42.946229,-74.369778,census
GADSDEN,AL,34.006597,-86.016078,census
GAFFNEY,SC,35.073558,-81.661532,census
GAINESVILLE,FL,29.679537,-82.346793,census
GAINESVILLE,GA,34.290100,-83.829106,census
GAINESVILLE,TX,33.638647,-97.148413,census
GAITHERSBURG,MD,39.148601,-77.195131,census
GALATIA,IL,37.841977,-88.616482,census
GALESBURG,IL,40.950217,-90.376564,census
GALION,OH,40.738216,-82.781327,census
GALLATIN,MO,39.910352,-93.964011,census
GALLIANO,LA,29.445857,-90.307745,census
GALLIPOLIS,OH,38.820082,-82.190972,census
GALLUP,NM,35.513753,-108.743733,census
GANSEVOORT,NY,43.196205,-73.651397,nominatim
GAP,PA,39.989889,-76.021247,census
GARDEN CITY,KS,37.975022,-100.850870,census
GARDNER,KS,38.811467,-94.929226,census
GARDNERVILLE,NV,38.939000,-119.736879,census
GARLAND,TX,32.909826,-96.630334,census
GARNER,IA,43.099971,-93.603118,census
GARNER,NC,35.693552,-78.614929,census
GARNETT,KS,38.285873,-95.241231,census
GARY,IN,41.590740,-87.347113,census
GARYVILLE,LA,30.065727,-90.634729,census
GAS CITY,IN,40.488650,-85.594335,census
GASSAWAY,WV,38.666723,-80.770361,census
GASSVILLE,AR,36.284949,-92.486830,census
GASTON,IN,40.314005,-85.501005,census
GASTON,SC,33.817968,-81.099749,census
GASTONIA,NC,35.248999,-81.184834,census
GATESVILLE,TX,31.438667,-97.746027,census
GAYLORD,MI,45.021342,-84.681822,census
GAYLORD,MN,44.555770,-94.213222,census
GEARY,OK,35.637076,-98.316976,census
GENESEO,IL,41.451252,-90.154844,census
GENEVA,IN,40.596721,-84.957252,census
GENEVA,NE,40.530692,-97.597135,census
GENEVA,OH,41.800759,-80.946279,census
GENOA,NE,41.445874,-97.733271,census
GENOA,OH,41.521005,-83.362043,census
GEORGE,WA,47.083149,-119.861683,census
GEORGE WEST,TX,28.330000,-98.118304,census
GEORGETOWN,IN,38.298796,-85.963055,census
GEORGETOWN,KY,38.260181,-84.534921,census
GEORGETOWN,SC,33.372432,-79.280793,census
GEORGETOWN,TX,30.668136,-97.698744,census
GETTYSBURG,PA,39.830597,-77.234147,census
GIBBON,NE,40.745932,-98.845848,census
GIDDINGS,TX,30.183667,-96.928029,census
GILA BEND,AZ,32.966242,-112.715465,census
GILBERT,SC,33.924111,-81.391042,census
GILBERTS,IL,42.109981,-88.371882,census
GILLETTE,WY,44.272580,-105.498936,census
GILMAN,IL,40.760528,-88.000916,census
GIRARD,OH,41.165648,-80.696089,census
GLADE SPRING,VA,36.789944,-81.772253,census
GLADSTONE,VA,37.546809,-78.849462,nominatim
GLASGOW,MO,39.228504,-92.837742,census
GLEN BURNIE,MD,39.156271,-76.606996,census
GLEN ROSE,TX,32.246824,-97.748052,census
GLENCOE,KY,38.724990,-84.823276,census
GLENCOE,MN,44.769566,-94.151027,census
GLENDALE,AZ,33.533111,-112.189901,census
GLENDALE,KY,37.601728,-85.905519,nominatim
GLENDIVE,MT,47.106473,-104.710856,census
GLENMONT,NY,42.604802,-73.769566,nominatim
GLOBE,AZ,33.393642,-110.741106,census
GLYNDON,MN,46.870987,-96.578411,census
GODLEY,TX,32.458882,-97.532908,census
GOLDEN,CO,39.742483,-105.210561,census
GOLDSBORO,NC,35.378226,-77.971869,census
GOLDTHWAITE,TX,31.450806,-98.573520,census
GONZALES,LA,30.212739,-90.922402,census
GONZALES,TX,29.512549,-97.447205,census
GOODFIELD,IL,40.630589,-89.258084,census
GOODLAND,KS,39.348512,-101.713819,census
GOODLETTSVILLE,TN,36.333030,-86.704229,census
GORDON,AL,31.143606,-85.092504,census
GORDON,GA,32.886191,-83.333588,census
GORDON,NE,42.806378,-102.204002,census
GORDON,TX,32.545546,-98.367183,census
GORDONSVILLE,TN,36.186129,-85.931490,census
GORDONSVILLE,VA,38.135552,-78.187406,census
GORHAM,NH,44.393423,-71.198490,census
GOSHEN,IN,41.573884,-85.829986,census
GOTHENBURG,NE,40.924676,-100.153929,census
GOULDSBORO,PA,41.245668,-75.441703,census
GRAFTON,OH,41.284140,-82.029968,census
GRAHAM,NC,36.056356,-79.389436,census
GRAIN VALLEY,MO,39.014988,-94.216371,census
GRAMERCY,LA,30.061913,-90.693634,census
GRANBURY,TX,32.432805,-97.775149,census
GRAND BAY,AL,30.472082,-88.344401,census
GRAND BLANC,MI,42.932537,-83.620491,census
GRAND COTEAU,LA,30.420237,-92.043790,census
GRAND FORKS,ND,47.919595,-97.087328,census
GRAND HAVEN,MI,43.054969,-86.219349,census
GRAND ISLAND,NE,40.921352,-98.358559,census
GRAND JUNCTION,CO,39.089062,-108.567452,census
GRAND LEDGE,MI,42.752927,-84.744901,census
GRAND PRAIRIE,TX,32.686108,-97.020804,census
GRAND RAPIDS,MI,42.961156,-85.655570,census
GRAND RIDGE,FL,30.704110,-85.022609,census
GRANDVIEW,MO,38.881359,-94.522744,census
GRANGER,WA,46.345295,-120.192673,census
GRANGEVILLE,ID,45.925826,-116.121916,census
GRANITE CITY,IL,38.729283,-90.125472,census
GRANITEVILLE,SC,33.564682,-81.809231,census
GRANT,OK,33.936486,-95.517868,census
GRANT PARK,IL,41.242747,-87.635847,census
GRANTSBORO,NC,35.144868,-76.844682,census
GRANTSVILLE,MD,39.696916,-79.152849,census
GRASSY BUTTE,ND,47.392514,-103.247966,nominatim
GRAY,LA,29.678003,-90.783138,census
GRAYLING,MI,44.657960,-84.711067,census
GRAYSON,KY,38.333895,-82.935811,census
GRAYVILLE,IL,38.255135,-87.996927,census
GREAT FALLS,MT,47.502518,-111.299970,census
GREELEY,CO,40.414034,-104.771043,census
GREEN BAY,WI,44.521542,-87.986568,census
GREEN RIVER,UT,38.993460,-110.173424,census
GREEN RIVER,WY,41.512922,-109.470796,census
GREENBRIER,AR,35.228843,-92.383568,census
GREENCASTLE,PA,39.790670,-77.726674,census
GREENE,IA,42.896506,-92.803538,census
GREENEVILLE,TN,36.168016,-82.819669,census
GREENFIELD,IN,39.793283,-85.772548,census
GREENLAND,NH,43.036200,-70.832832,nominatim
GREENSBORO,GA,33.563569,-83.189093,census
GREENSBORO,NC,36.094850,-79.823624,census
GREENSBURG,IN,39.351019,-85.501189,census
GREENSBURG,LA,30.829640,-90.669859,census
GREENTOWN,PA,41.321755,-75.305459,nominatim
GREENUP,IL,39.247946,-88.160025,census
GREENUP,KY,38.571798,-82.826295,census
GREENVILLE,IL,38.886602,-89.389425,census
GREENVILLE,ME,45.466113,-69.577856,census
GREENVILLE,MS,33.383461,-91.052314,census
GREENVILLE,NC,35.596431,-77.375256,census
GREENVILLE,OH,40.104708,-84.621450,census
GREENVILLE,SC,34.836902,-82.362997,census
GREENWOOD,DE,38.807163,-75.589996,census
GREENWOOD,IN,39.602990,-86.108505,census
GREENWOOD,LA,32.431470,-93.959889,census
GREENWOOD,MS,33.512460,-90.198963,census
GREENWOOD,NE,40.961687,-96.443043,census
GREENWOOD,SC,34.195409,-82.153666,census
GREER,SC,34.933286,-82.230803,census
GRENADA,MS,33.781445,-89.811547,census
GRETNA,NE,41.127917,-96.196863,census
GRIFFIN,GA,33.243188,-84.271861,census
GRINNELL,IA,41.735236,-92.724902,census
GROSSE TETE,LA,30.415418,-91.439400,census
GROVE HILL,AL,31.698670,-87.772868,census
GROVEPORT,OH,39.857337,-82.891442,census
GROVERTOWN,IN,41.375043,-86.504734,nominatim
GROVETOWN,GA,33.449769,-82.207966,census
GULFPORT,MS,30.419487,-89.069022,census
GUM SPRING,VA,37.775526,-77.896811,nominatim
GUNNISON,UT,39.156930,-111.813516,census
GUNTOWN,MS,34.445101,-88.663800,census
GURDON,AR,33.916032,-93.153910,census
GURNEE,IL,42.370085,-87.936805,census
GUTHRIE,OK,35.876512,-97.408657,census
GUTTENBERG,IA,42.788556,-91.108775,census
GUYMON,OK,36.690101,-101.477046,census
GUYTON,GA,32.332270,-81.390385,census
GWINN,MI,46.285373,-87.441915,census
HAGERSTOWN,MD,39.640182,-77.722691,census
HAHIRA,GA,30.996480,-83.381462,census
HAINES CITY,FL,28.112817,-81.616537,census
HALSEY,OR,44.382845,-123.109487,census
HALTOM CITY,TX,32.817698,-97.271152,census
HAMBURG,PA,40.556225,-75.982357,census
HAMEL,IL,38.892463,-89.838728,census
HAMILTON,AL,34.138713,-87.970833,census
HAMILTON,MO,39.743535,-94.002400,census
HAMILTON,TX,31.700387,-98.119669,census
HAMMOND,IN,41.618736,-87.494949,census
HAMMOND,LA,30.505650,-90.456493,census
HAMPSHIRE,IL,42.115607,-88.505165,census
HAMPTON,GA,33.377704,-84.298974,census
HAMPTON,IA,42.741989,-93.204992,census
HAMPTON,NJ,40.704570,-74.971525,census
HAMPTON,VA,37.047961,-76.297293,census
HAMPTONVILLE,NC,36.098468,-80.760345,nominatim
HAMSHIRE,TX,29.854808,-94.320712,census
HANCEVILLE,AL,34.064010,-86.764436,census
HANCOCK,MD,39.704578,-78.163270,census
HANKAMER,TX,29.858276,-94.626862,nominatim
HANKINSON,ND,46.073987,-96.891008,census
HANNA,IN,41.412027,-86.779449,census
HANNIBAL,MO,39.710208,-91.394044,census
HANNIBAL,OH,39.671769,-80.874105,census
HANOVER,KS,39.893170,-96.875067,census
HANOVER PARK,IL,41.982485,-88.142870,census
HANSON,KY,37.418766,-87.480694,census
HARDEEVILLE,SC,32.295308,-81.040983,census
HARDIN,MT,45.742231,-107.608237,census
HARDY,AR,36.319645,-91.481503,census
HARFORD,PA,41.781996,-75.706221,census
HARLEM,GA,33.435349,-82.316065,census
HARLEYVILLE,SC,33.213065,-80.447784,census
HARLINGEN,TX,26.191204,-97.697383,census
HARPURSVILLE,NY,42.178412,-75.624630,nominatim
HARRISBURG,IL,37.737717,-88.545818,census
HARRISBURG,NC,35.307549,-80.645617,census
HARRISBURG,PA,40.275891,-76.885020,census
HARRISBURG,SD,43.434258,-96.712429,census
HARRISON,AR,36.242592,-93.117650,census
HARRISON,OH,39.256580,-84.786202,census
HARRISONBURG,VA,38.436255,-78.873303,census
HARRISONVILLE,MO,38.652493,-94.346999,census
HARRISVILLE,PA,41.136407,-80.010746,census
HARROLD,TX,34.067570,-99.033091,census
HART,MI,43.696618,-86.367269,census
HARTFORD,AL,31.105348,-85.691225,census
HARTFORD,CT,41.765933,-72.681579,census
HARTFORD,IL,38.813086,-90.092073,census
HARTFORD,SD,43.619540,-96.936994,census
HARTFORD,TN,35.816765,-83.143207,nominatim
HARTFORD,WI,43.322467,-88.377737,census
HARTLAND,WI,43.102352,-88.335595,census
HARTSVILLE,SC,34.366003,-80.083261,census
HARWOOD,ND,46.977008,-96.881035,census
HASKELL,TX,33.159775,-99.732032,census
HASLET,TX,32.966518,-97.337825,census
HASTINGS,FL,29.714390,-81.499154,census
HASTINGS,MN,44.731780,-92.854512,census
HASTINGS,NE,40.596264,-98.390320,census
HATCH,NM,32.673119,-107.161993,census
HATTIESBURG,MS,31.307305,-89.317434,census
HAUBSTADT,IN,38.203242,-87.574735,census
HAUGHTON,LA,32.527609,-93.504172,census
HAVANA,IL,40.295109,-90.057810,census
HAW RIVER,NC,36.091898,-79.358943,census
HAWKINSVILLE,GA,32.301182,-83.478856,census
HAWLEY,TX,32.606696,-99.810163,census
HAWTHORNE,FL,29.593677,-82.094467,census
HAWTHORNE,NV,38.525267,-118.626031,census
HAYS,KS,38.882227,-99.322225,census
HAYTI,MO,36.232528,-89.747362,census
HAYWARD,WI,46.006588,-91.489684,census
HAZELWOOD,MO,38.794706,-90.396002,census
HAZEN,AR,34.781368,-91.558058,census
HAZLEHURST,GA,31.864128,-82.599276,census
HAZLETON,PA,40.950470,-75.972509,census
HEADLAND,AL,31.354974,-85.357031,census
HEARNE,TX,30.877062,-96.595217,census
HEAVENER,OK,34.891965,-94.607790,census
HEBBRONVILLE,TX,27.324984,-98.685665,census
HEBRON,IN,41.325085,-87.201916,census
HEBRON,NE,40.168735,-97.586350,census
HEBRON,OH,39.965248,-82.486506,census
HEFLIN,AL,33.647400,-85.569339,census
HEIDELBERG,MS,31.890513,-88.990218,census
HEISKELL,TN,36.081816,-84.053982,nominatim
HELENA,MT,46.595465,-112.018746,census
HELPER,UT,39.689628,-110.859599,census
HEMINGWAY,SC,33.753319,-79.446261,census
HENDERSON,KY,37.838416,-87.580971,census
HENDERSON,NE,40.780250,-97.812209,census
HENDERSON,NV,36.008958,-115.026800,census
HENDERSONVILLE,NC,35.324302,-82.456282,census
HENNESSEY,OK,36.105811,-97.898615,census
HENRICO,VA,37.629476,-77.518903,nominatim
HENRIETTA,NY,43.061178,-77.633898,nominatim
HENRIETTA,TX,33.814307,-98.192773,census
HENRY,IL,41.117367,-89.357282,census
HENRYETTA,OK,35.441655,-95.986416,census
HENSLEY,AR,34.510410,-92.209517,census
HEPHZIBAH,GA,33.292300,-82.095732,census
HERCULANEUM,MO,38.257558,-90.393130,census
HEREFORD,TX,34.822603,-102.400159,census
HERMISTON,OR,45.832934,-119.285194,census
HERMITAGE,PA,41.229552,-80.440704,census
HERMLEIGH,TX,32.640775,-100.750485,census
HERMOSA,SD,43.839870,-103.190531,census
HERON LAKE,MN,43.798059,-95.319778,census
HERSHEY,NE,41.160187,-100.998528,census
HERSHEY,PA,40.280010,-76.644328,census
HERTFORD,NC,36.176849,-76.466552,census
HESSTON,KS,38.140072,-97.426984,census
HEWITT,TX,31.451248,-97.193315,census
HEYBURN,ID,42.559982,-113.762067,census
HEYWORTH,IL,40.314356,-88.992276,census
HIALEAH,FL,25.869941,-80.302865,census
HIAWATHA,KS,39.851686,-95.537965,census
HICKORY,NC,35.740092,-81.321818,census
HICKORY HILLS,IL,41.724778,-87.828005,census
HIDALGO,TX,26.108943,-98.246160,census
HIGGINSVILLE,MO,39.065719,-93.726814,census
HIGH POINT,NC,35.990803,-79.992713,census
HIGHLAND,IN,41.546622,-87.457616,census
HILLSBORO,TN,35.404432,-85.954094,census
HILLSBORO,TX,32.009029,-97.114493,census
HILLSBOROUGH,NJ,40.508074,-74.652880,census
HILLSDALE,IL,41.606929,-90.172822,census
HILLSVILLE,VA,36.761614,-80.736704,census
HINCKLEY,MN,46.013033,-92.912722,census
HINSDALE,IL,41.800683,-87.928172,census
HINTON,IA,42.622790,-96.298150,census
HINTON,OK,35.493227,-98.354723,census
HIXTON,WI,44.383081,-91.014800,census
HOBART,IN,41.513530,-87.276399,census
HOBBS,NM,32.729088,-103.160828,census
HOGANSBURG,NY,44.973936,-74.663242,nominatim
HOGANSVILLE,GA,33.166986,-84.902788,census
HOLBROOK,AZ,34.904624,-110.167210,census
HOLCOMB,KS,37.985983,-100.993619,census
HOLDEN,ME,44.752850,-68.678922,nominatim
HOLDREGE,NE,40.439441,-99.377037,census
HOLLADAY,TN,35.871950,-88.144936,census
HOLLAND,IA,42.400127,-92.798835,census
HOLLAND,MI,42.768074,-86.098598,census
HOLLAND,OH,41.619253,-83.708216,census
HOLLY,MI,42.798799,-83.622967,census
HOLLY SPRINGS,MS,34.778017,-89.445819,census
HOLMEN,WI,43.970921,-91.265874,census
HOLSTEIN,IA,42.487149,-95.542877,census
HOLT,MO,39.454209,-94.338511,census
HOMER GLEN,IL,41.605179,-87.952373,census
HOMERVILLE,GA,31.038221,-82.742089,census
HOMESTEAD,FL,25.466326,-80.443046,census
HONDO,TX,29.354242,-99.161846,census
HONEA PATH,SC,34.447619,-82.394957,census
HOOKER,OK,36.861328,-101.216210,census
HOOKS,TX,33.470695,-94.286542,census
HOOPESTON,IL,40.460824,-87.663572,census
HOPE HULL,AL,32.269863,-86.357192,nominatim
HOPE MILLS,NC,34.969960,-78.960602,census
HOPEWELL,VA,37.291010,-77.298944,census
HOPKINSVILLE,KY,36.839284,-87.473544,census
HORICON,WI,43.445001,-88.640328,census
HORSE CAVE,KY,37.169795,-85.917190,census
HORSEHEADS,NY,42.168632,-76.829658,census
HORSESHOE BAY,TX,30.540758,-98.380570,census
HORTONVILLE,WI,44.335766,-88.636599,census
HOSFORD,FL,30.403387,-84.808087,census
HOSSTON,LA,32.886080,-93.882689,census
HOT SPRINGS,SD,43.419530,-103.465089,census
HOUGHTON LAKE,MI,44.301067,-84.749865,census
HOULTON,ME,46.121447,-67.832210,census
HOUMA,LA,29.578681,-90.708023,census
HOUSTON,MS,33.896187,-89.003490,census
HOWARD CITY,MI,43.393266,-85.466107,census
HOWE,IN,41.722822,-85.425486,census
HUBBARD,OH,41.158121,-80.564651,census
HUDSON,CO,40.091746,-104.593741,census
HUDSON,FL,28.359232,-82.689659,census
HUDSON,NH,42.763811,-71.432010,census
HUDSON,WI,44.963882,-92.730253,census
HUDSONVILLE,MI,42.863370,-85.862205,census
HUGO,MN,45.164225,-92.960105,census
HUGO,OK,34.011584,-95.512179,census
HUGOTON,KS,37.174515,-101.344693,census
HUNT VALLEY,MD,39.492261,-76.658953,nominatim
HUNTINGTON,IN,40.880825,-85.505497,census
HUNTINGTON,OR,44.350086,-117.266763,census
HUNTINGTON,WV,38.410651,-82.434689,census
HUNTSVILLE,AL,34.697720,-86.676670,census
HUNTSVILLE,AR,36.098656,-93.733244,census
HUNTSVILLE,TX,30.700542,-95.554890,census
HURLOCK,MD,38.625712,-75.867186,census
HURON,SD,44.362341,-98.209571,census
HURRICANE,WV,38.427474,-82.018082,census
HURRICANE MILLS,TN,35.971174,-87.781969,nominatim
HUTCHINS,TX,32.643392,-96.709833,census
HUTCHINSON,MN,44.885358,-94.376876,census
HUTTO,TX,30.541624,-97.544249,census
HUXLEY,IA,41.896551,-93.591995,census
HYATTSVILLE,MD,38.961205,-76.954935,census
IDA,LA,32.998902,-93.896379,census
IDABEL,OK,33.907406,-94.822174,census
IDAHO FALLS,ID,43.488851,-112.036297,census
IDALOU,TX,33.662400,-101.683697,census
IMLAY,NV,40.658106,-118.144098,census
IMLAY CITY,MI,43.017052,-83.077098,census
IMMOKALEE,FL,26.424012,-81.421556,census
INA,IL,38.149899,-88.904019,census
INDEPENDENCE,IA,42.462193,-91.903152,census
INDIAN SPRINGS,NV,36.571844,-115.720313,census
INDIANAPOLIS,IN,39.776664,-86.145935,census
INDIANOLA,MS,33.448896,-90.643752,census
INGLESIDE,TX,27.870608,-97.207906,census
INMAN,SC,35.045786,-82.088485,census
INTERNATIONAL FALLS,MN,48.586353,-93.407743,census
INVER GROVE HEIGHTS,MN,44.829015,-93.060072,census
INWOOD,WV,39.353822,-78.055191,census
IOLA,KS,37.927427,-95.400669,census
IONIA,MI,42.976821,-85.074633,census
IOWA,LA,30.241367,-93.013028,census
IOWA CITY,IA,41.655661,-91.530859,census
IOWA FALLS,IA,42.519169,-93.266050,census
IOWA PARK,TX,33.962773,-98.680872,census
IRON MOUNTAIN,MI,45.826888,-88.059435,census
IRONTON,OH,38.532596,-82.678090,census
IRONWOOD,MI,46.452209,-90.150432,census
IRVING,NY,42.567559,-79.112817,nominatim
IRVING,TX,32.857748,-96.970022,census
IRVINGTON,AL,30.506862,-88.233892,nominatim
ISANTI,MN,45.491545,-93.242818,census
ISLANDIA,NY,40.806862,-73.171084,census
ISOM,KY,37.187876,-82.898772,nominatim
ITALY,TX,32.186464,-96.885789,census
ITASCA,IL,41.976616,-88.018775,census
ITHACA,MI,43.291094,-84.595673,census
IVANHOE,MN,44.464282,-96.251729,census
IVYDALE,WV,38.310097,-81.704569,nominatim
JACKPOT,NV,41.979455,-114.664598,census
JACKSBORO,TX,33.225763,-98.159169,census
JACKSON,AL,31.532321,-87.891183,census
JACKSON,GA,33.292359,-83.967846,census
JACKSON,MI,42.242156,-84.402038,census
JACKSON,MN,43.625680,-94.988585,census
JACKSON,MO,37.379922,-89.654073,census
JACKSON,MS,32.315834,-90.212850,census
JACKSON,NE,42.448167,-96.571302,census
JACKSON,OH,39.044460,-82.644658,census
JACKSON,TN,35.654148,-88.834972,census
JACKSONVILLE,AR,34.880512,-92.130590,census
JACKSONVILLE,FL,30.336864,-81.661603,census
JACKSONVILLE,IL,39.729151,-90.232201,census
JACKSONVILLE,NC,34.729730,-77.393661,census
JACKSONVILLE,TX,31.959514,-95.265705,census
JACUMBA,CA,32.636478,-116.190706,census
JAL,NM,32.114838,-103.189996,census
JAMESTOWN,MO,38.769237,-92.483904,census
JAMESTOWN,ND,46.905851,-98.693579,census
JAMESTOWN,NM,35.469295,-108.439555,census
JAMESTOWN,NY,42.097603,-79.236135,census
JAMESTOWN,SC,33.285876,-79.694592,census
JANE LEW,WV,39.110783,-80.408009,census
JANESVILLE,IA,42.645805,-92.462397,census
JANESVILLE,MN,44.119846,-93.709698,census
JANESVILLE,WI,42.684698,-89.013170,census
JARRELL,TX,30.810264,-97.615122,census
JASPER,AL,33.851110,-87.268348,census
JASPER,FL,30.455935,-82.934214,census
JASPER,GA,34.466199,-84.435863,census
JASPER,IN,38.393152,-86.940575,census
JASPER,MO,37.335665,-94.302795,census
JASPER,TN,35.068255,-85.621162,census
JASPER,TX,30.922681,-93.993251,census
JEAN,NV,35.778857,-115.324382,nominatim
JEFFERSON,GA,34.136239,-83.602157,census
JEFFERSON,IA,42.017743,-94.379422,census
JEFFERSON,TX,32.763494,-94.350835,census
JEFFERSON,WI,43.003955,-88.808473,census
JEFFERSON CITY,MO,38.567461,-92.175254,census
JEFFERSONVILLE,GA,32.686289,-83.342676,census
JEFFERSONVILLE,OH,39.653439,-83.551562,census
JEMISON,AL,32.970705,-86.733070,census
JENNINGS,FL,30.596821,-83.106994,census
JENNINGS,LA,30.223978,-92.658295,census
JEROME,ID,42.718095,-114.515791,census
JERSEY CITY,NJ,40.711417,-74.064760,census
JESSUP,MD,39.149094,-76.776388,census
JESUP,GA,31.594574,-81.895699,census
JIM THORPE,PA,40.857215,-75.776338,census
JOAQUIN,TX,31.965579,-94.048368,census
JOELTON,TN,36.313108,-86.865277,nominatim
JOHNS ISLAND,SC,32.694850,-80.034250,nominatim
JOHNSON,KS,37.570442,-101.744783,census
JOHNSON CREEK,WI,43.079053,-88.771069,census
JOHNSTON,RI,41.831040,-71.541210,nominatim
JOHNSTOWN,CO,40.307248,-104.911205,census
JOLIET,IL,41.517701,-88.148846,census
JONESBORO,AR,35.819755,-90.679033,census
JONESBURG,MO,38.856154,-91.303850,census
JONESTOWN,PA,40.412972,-76.480726,census
JONESVILLE,LA,31.622318,-91.834430,census
JONESVILLE,NC,36.235280,-80.833680,census
JOPLIN,MO,37.075218,-94.501259,census
JORDAN,NY,43.067069,-76.472920,census
JOSEPH CITY,AZ,34.963693,-110.329039,census
JOURDANTON,TX,28.914045,-98.540806,census
JUNCTION,TX,30.490759,-99.773222,census
JUNCTION CITY,KS,39.027220,-96.852271,census
JUPITER,FL,26.918551,-80.116940,census
KADOKA,SD,43.828613,-101.501241,census
KALAMA,WA,46.017142,-122.841937,census
KALAMAZOO,MI,42.275163,-85.588501,census
KANE,PA,41.663008,-78.809016,census
KANKAKEE,IL,41.101654,-87.863690,census
KANNAPOLIS,NC,35.479904,-80.647499,census
KANSAS CITY,KS,39.122539,-94.741781,census
KANSAS CITY,MO,39.122361,-94.555117,census
KARNES CITY,TX,28.885410,-97.900505,census
KASSON,MN,44.032463,-92.748348,census
KAUKAUNA,WI,44.276791,-88.263857,census
KEARNEY,MO,39.355111,-94.358580,census
KEARNEYSVILLE,WV,39.388156,-77.885552,nominatim
KEARNY,NJ,40.752332,-74.123093,census
KEENESBURG,CO,40.155173,-104.563420,census
KEMP,TX,32.433575,-96.223070,census
KENDALLVILLE,IN,41.443361,-85.258154,census
KENLY,NC,35.600767,-78.127935,census
KENMARE,ND,48.672812,-102.072030,census
KENNER,LA,30.010227,-90.254820,census
KENOSHA,WI,42.587526,-87.879996,census
KENT,OH,41.147561,-81.361965,census
KENT,WA,47.387970,-122.212727,census
KENTWOOD,LA,30.933755,-90.515162,census
KERMIT,TX,31.853923,-103.092395,census
KERNERSVILLE,NC,36.106171,-80.081895,census
KERSEY,CO,40.395585,-104.578334,census
KEWASKUM,WI,43.517649,-88.230607,census
KEYSVILLE,VA,37.038989,-78.480437,census
KIELER,WI,42.582306,-90.605183,census
KILLDEER,ND,47.368751,-102.746201,census
KILLEEN,TX,31.077669,-97.731952,census
KIMBALL,MN,45.314330,-94.300807,census
KIMBALL,SD,43.746962,-98.956559,census
KING CITY,MO,40.050567,-94.525167,census
KING GEORGE,VA,38.279436,-77.184308,census
KING OF PRUSSIA,PA,40.096029,-75.379074,census
KINGDOM CITY,MO,38.947306,-91.935419,census
KINGFISHER,OK,35.844726,-97.939308,census
KINGMAN,AZ,35.216992,-114.010529,census
KINGSLAND,GA,30.846097,-81.790911,census
KINGSPORT,TN,36.519370,-82.543393,census
KINGSTON,TN,35.872669,-84.504486,census
KINGSTON SPRINGS,TN,36.081868,-87.108965,census
KINGSVILLE,OH,41.882032,-80.674965,census
KINGSVILLE,TX,27.509201,-97.861028,census
KINSTON,NC,35.275099,-77.593368,census
KIOWA,OK,34.723294,-95.902895,census
KISSIMMEE,FL,28.302780,-81.417831,census
KITTERY,ME,43.089985,-70.738321,census
KNIGHTSTOWN,IN,39.795537,-85.530811,census
KNOXVILLE,AL,33.591772,-85.897188,nominatim
KNOXVILLE,IL,40.906931,-90.285697,census
KNOXVILLE,TN,35.970680,-83.949270,census
KODAK,TN,35.974532,-83.626840,nominatim
KOKOMO,IN,40.464011,-86.127349,census
KOSCIUSKO,MS,33.058169,-89.589364,census
KOSHKONONG,MO,36.597444,-91.645953,census
KOSSE,TX,31.307426,-96.629490,census
